,title,rating,pick_or_not,byline,headline,pub_date,open_date
1607,New York Minute,PG,0,A. O. Scott,"One Sings, the Other Doesn't (The Olsens Take Manhattan)",2004-05-07,2004-05-07
1608,Seeing Other People,R,0,Stephen Holden,The Perils of Premarital Freedom,2004-05-07,
1609,The Mudge Boy,R,0,Dave Kehr,A Farm Boy Struggles to Fit In,2004-05-07,
1610,Van Helsing,PG-13,0,A. O. Scott,"Full Moon, Romance and a Demon Rustler",2004-05-07,2004-05-07
1611,Valentin,PG-13,0,Dave Kehr,Wisdom and Enlightenment Care of a Cross-Eyed 9-Year-Old,2004-05-07,
1612,The Saddest Music in the World,R,1,A. O. Scott,Wallowing in Music for the Miserable,2004-04-30,
1613,People Say I'm Crazy,,0,Dave Kehr,A Personal Diary of Mental Illness,2004-04-30,
1614,Mean Girls,PG-13,0,Elvis Mitchell,Tribal Rites of Teenage Girls Who Rule by Terror,2004-04-30,2004-04-30
1615,"Bobby Jones, Stroke of Genius",PG,0,Stephen Holden,A Golf Hero Who Suffers in Silence,2004-04-30,2004-04-30
1616,Bulgarian Lovers,R,0,Stephen Holden,A Fool for Love Falls in Too Deep,2004-04-30,
1617,Godsend,PG-13,0,Elvis Mitchell,When Cloning a Dead Child Leads to Even Deeper Grief,2004-04-30,2004-04-30
1618,Envy,PG-13,0,Stephen Holden,A Dog-Maintenance Miracle and the Shaky Empire It Built,2004-04-30,2004-04-30
1619,Laws of Attraction,PG-13,0,A. O. Scott,A Steely-Hearted Woman vs. a Rascally Charming Man,2004-04-30,2004-04-30
1620,The Agronomist,PG-13,1,A. O. Scott,Elegy for the Unflinching Conscience of Haiti,2004-04-23,
1621,Twilight Samurai,,0,Elvis Mitchell,"He's a Meek Bookkeeper, but Don't Get Him Riled",2004-04-23,
1622,13 Going On 30,PG-13,0,Elvis Mitchell,Freaky Future,2004-04-23,2004-04-23
1623,MC 5 A True Testimonial,,0,Elvis Mitchell,The Bad Boys Who Burned Out but Never Faded Away,2004-04-23,
1624,Rhinoceros Eyes,R,0,Stephen Holden,"Buried in a World of Props, a Young Man Comes to Life",2004-04-23,
1625,Close Your Eyes,R,0,Stephen Holden,You Are Feeling Sleepy. Don't Worry About Clues.,2004-04-23,
1626,Sacred Planet,G,0,Stephen Holden,"Now, It Isn't Nice to Foul Mother Nature",2004-04-22,2004-04-22
1627,This So-Called Disaster,R,1,A. O. Scott,"Actors' Alchemy, From Raw Script to Final Bow",2004-04-21,
1628,Man on Fire,R,0,A. O. Scott,There's a Price to Pay for Kidnapping Little Girls,2004-04-21,2004-04-23
1629,Kill Bill Vol. 2,R,1,Elvis Mitchell,"Vengeance Still Mine, Saith the Lethal Bride",2004-04-16,2004-04-16
1630,Klezmer on Fish Street,,0,Elvis Mitchell,Jewish Music Gets an Odd Embrace in Poland,2004-04-16,
1631,A Thousand Clouds of Peace,Not Rated,0,Stephen Holden,A Life With Lots of Sex but Hardly Any Laughter,2004-04-16,
1632,Connie and Carla,PG-13,0,Stephen Holden,2 Women Hide From the Mob by Acting Like Gays in Drag,2004-04-16,2004-04-16
1633,The Punisher,R,0,A. O. Scott,Only This Hero's Rage Is Superhuman,2004-04-16,2004-04-16
1634,Gypsy 83,R,0,Dave Kehr,A Pair of Restless Neo-Goths Follow Their Black-Clad Dream,2004-04-16,
1635,Ella Enchanted,PG,1,Dave Kehr,Check Out the Totally Buff Prince in Medieval Teen Magazine,2004-04-09,2004-04-09
1636,I'm Not Scared,R,1,Stephen Holden,When Daddy Belongs to the Bad Guys,2004-04-09,2004-05-07
1637,Twentynine Palms,Not Rated,1,Stephen Holden,Feral Essence of Living (Few Words Are Needed),2004-04-09,
1638,The Whole Ten Yards,PG-13,0,Elvis Mitchell,Trying to Make a Disaffected Tulip Just as Deadly the Second Time Around,2004-04-09,2004-04-09
1639,Showboy,Not Rated,0,Stephen Holden,"Heading for the Chorus Line, Intertwining Fact and Fiction",2004-04-09,
1640,The Alamo,PG-13,0,Elvis Mitchell,A Mythic Last Stand Stripped of Fantasy,2004-04-09,2004-04-09
1641,The Girl Next Door,R,0,A. O. Scott,"The Perfect Girl, Except for the Résumé",2004-04-09,2004-04-09
1642,Johnson Family Vacation,PG-13,0,A. O. Scott,"Pile in Everybody, It's Road Trip Time",2004-04-07,2004-04-07
1643,The Blonds,Not Rated,0,A. O. Scott,Personally Political: Fallout From the 'Dirty War',2004-04-07,
1644,Kounandi,,0,A. O. Scott,"An Outsider Finds a Home, Overcoming Intolerance",2004-04-03,
1645,The Control Room,,1,A. O. Scott,"A Portrait of Al Jazeera, Reporting the War Its Way",2004-04-02,
1646,Son Frere,,1,A. O. Scott,"Without Blinders, the Anatomy of an Illness",2004-04-02,
1647,Hellboy,PG-13,1,Elvis Mitchell,"Horror Comic at the Core, With a Soulful Sweetness",2004-04-02,2004-04-02
1648,Marathon,,0,Dave Kehr,A Straphanger Fills in the Blanks,2004-04-02,
1649,Le Monde Vivant,,0,Stephen Holden,"Classic Fairy-Tale Speech, Spiced With Today's Slang",2004-04-02,
1650,Walking Tall,PG-13,0,Dave Kehr,A Sheriff Wrestles to Save a Town,2004-04-02,2004-04-02
1651,The Prince & Me,PG,0,Stephen Holden,The Story of a Noble Farm Girl and an Undercover Royal,2004-04-02,2004-04-02
1652,The Gatekeeper,R,0,Dave Kehr,On a Dangerous Journey to Self-Awareness,2004-04-02,
1653,The United States of Leland,R,0,A. O. Scott,A Tale of Crime and Consequences,2004-04-02,
1654,Home on the Range,PG,0,Elvis Mitchell,A Western With Watercolor Vistas and a Passel of Parody,2004-04-02,2004-04-02
1655,Shaolin Soccer,Not Rated,0,Elvis Mitchell,"Chop-Socky, Thy Name Is Stephen Chow",2004-04-02,
1656,Outskirts,,0,Dave Kehr,Breaking the Links in a Chain of Corruption,2004-04-02,
1657,Checkpoint,,0,Stephen Holden,"In the West Bank and Gaza, Getting From Place to Place Is More Stop Than Go",2004-04-01,
1658,"Spring, Summer, Fall, Winter...and Spring",R,1,A. O. Scott,A Buddhist Observes Humanity With Sharp and Stern Eyes,2004-03-31,2004-05-28
1659,Three Step Dancing,,0,Stephen Holden,"Four Seasons in Bucolic Italy, Ripe for Enjoying Five Senses",2004-03-29,
1660,No. 17,,0,Stephen Holden,A Dogged Pursuit of Detail in a Violent Land,2004-03-27,
1661,B-Happy,,0,Elvis Mitchell,A Jailed Father Leaves a Void In His Teenage Daughter's Life,2004-03-27,
1662,Fuse,,0,Elvis Mitchell,With Serbs and Muslims in the Muddle of Bosnia,2004-03-27,
1663,Never Die Alone,R,1,Elvis Mitchell,"Dying Without Remorse, a Bad Guy Who's Lonely",2004-03-26,2004-03-26
1664,The Story of the Weeping Camel,PG,0,Elvis Mitchell,"When Mother Love Fails, the Community Steps In",2004-03-26,2004-07-16
1665,Seducing Doctor Lewis,Not Rated,0,A. O. Scott,Fishing for Welfare Checks in a Quebec Village,2004-03-26,
1666,The Ladykillers,R,0,A. O. Scott,A Gang of Impostors vs. One True Lady,2004-03-26,2004-03-26
1667,Scooby-Doo 2: Monsters Unleashed,PG,0,Dave Kehr,All-American Teenagers in Pursuit of Pseudospirits,2004-03-26,2004-03-26
1668,Two Men Went to War,PG,0,Stephen Holden,An Odd Couple Wages War on the Third Reich,2004-03-26,
1669,Jersey Girl,R,0,Stephen Holden,How to End a Career: Take a Baby to a News Conference,2004-03-26,2004-03-26
1670,Ned Kelly,R,0,A. O. Scott,It's High Noon in the Australian Outback,2004-03-26,2004-03-26
1671,The Middle of the World,Not Rated,0,Stephen Holden,"Bicycling Across Brazil, in Search of a Better Future",2004-03-25,
1672,In Your Hands,,0,Stephen Holden,Torn Between Traditional Faith and a Convict's Bizarre Mysticism,2004-03-25,
1673,Everyday People,,0,Elvis Mitchell,Elegy for a Local Restaurant,2004-03-24,
1674,Greendale,,1,A. O. Scott,Neil Young Pits Idealism Against Powerco,2004-03-19,
1675,Eternal Sunshine of the Spotless Mind,R,1,Elvis Mitchell,Washing That Girl Out of His Head,2004-03-19,2004-03-19
1676,Bon Voyage,PG-13,1,Stephen Holden,"It's France, 1940, and Farce Is in the Air",2004-03-19,2004-05-21
1677,Taking Lives,R,0,A. O. Scott,Who Is That Serial Killer? Why Is He Calling Me?,2004-03-19,2004-03-19
1678,Dawn of the Dead,R,0,Elvis Mitchell,A Cautionary Tale for Those Dying to Shop,2004-03-19,2004-03-19
1679,Noi,PG-13,0,A. O. Scott,"Wintry Landscapes, External and Internal",2004-03-19,
1680,Intermission,R,0,Elvis Mitchell,"The Seamy Side of Dublin, With No Four-Leaf Clovers",2004-03-19,2004-04-16
1681,Divan,,0,Stephen Holden,In Need of a Couch to Reconnect With the Fold,2004-03-17,
1682,Broken Wings,R,1,Stephen Holden,"Dad Dies, Leaving a Caldron of Rage, Despair and Love",2004-03-12,
1683,Maestro,,0,Stephen Holden,A Snapshot of a 1970's New York Subculture,2004-03-12,
1684,The Secret Window,PG-13,0,Elvis Mitchell,Beware of Amish Hitmen and the Anxiety of Influence,2004-03-12,2004-03-12
1685,Spartan,R,0,A. O. Scott,The Thriller According to Mamet,2004-03-12,2004-03-12
1686,Agent Cody Banks: Destination London,PG,0,Dave Kehr,A Teenage Agent Tackles a New Case,2004-03-12,2004-03-12
1687,NASCAR: The Imax Experience 3D,PG,0,Dave Kehr,The View From Inside (and in the Path of) Roaring Race Cars,2004-03-12,2004-03-12
1688,Wilbur Wants to Kill Himself,R,0,A. O. Scott,Eager to Join Mom and Dad in the Land Six Feet Under,2004-03-12,
1689,Starsky & Hutch,PG-13,0,Elvis Mitchell,You Have the Right to Remain Silent (and to Wear Creased Jeans and Polyester),2004-03-05,2004-03-05
1690,Hidalgo,PG-13,0,Elvis Mitchell,A Plot Written by a Mustang? He's Smart Enough Not to Say,2004-03-05,2004-03-05
1691,James' Journey to Jerusalem,Not Rated,0,A. O. Scott,"For One Earnest Pilgrim, No Land of Milk and Honey",2004-03-05,
1692,The Promised Life,,0,Stephen Holden,"Mother and Daughter, Out Looking for Hope",2004-03-05,
1693,The Reckoning,R,0,A. O. Scott,Seeking Human Truths Through the Stage,2004-03-05,
1694,Collateral Damages,,1,Stephen Holden,"Anguished Emotions, Smoldering Since 9/11",2004-03-03,
1695,Risk/Reward,,0,Elvis Mitchell,"Women Ascending Wall Street, Making Trades and Trade-Offs",2004-02-27,
1696,Confessions of a Burning Man,,0,Stephen Holden,Art Imitates Life in the Nevada Desert,2004-02-27,2003-10-23
1697,Alila,,0,Stephen Holden,No Peace in a City Teeming With Life,2004-02-27,
1698,Dirty Dancing: Havana Nights,PG-13,0,Elvis Mitchell,Spilled Drinks Make the Dancing Dirty,2004-02-27,2004-02-27
1699,Broken Lizard's Club Dread,R,0,Dave Kehr,Party Animals in Paradise,2004-02-27,2004-02-27
1700,Twisted,R,0,A. O. Scott,Watching Old Lovers Turn Into Dead Ones,2004-02-27,2004-02-27
1701,"Goodbye, Lenin!",R,0,Elvis Mitchell,Restoring a Berlin Wall to Comfort Dear Old Mom,2004-02-27,2004-05-14
1702,The Passion of the Christ,Not Rated,0,A. O. Scott,Good and Evil Locked in Violent Showdown,2004-02-25,2004-02-25
1703,Kitchen Stories,Not Rated,1,Elvis Mitchell,"Scandinavian Comedy, No Knees Slapped",2004-02-20,
1704,The Big Animal,Not Rated,1,A. O. Scott,A Ruminating Newcomer Stirs Things Up,2004-02-20,
1705,Clifford's Really Big Movie,G,0,A. O. Scott,On the Road in Search of Doggy Treats,2004-02-20,2004-04-23
1706,Crying Ladies,,0,A. O. Scott,Mourners for Hire,2004-02-20,
1707,Welcome to Mooseport,PG-13,0,Dave Kehr,Politics and Personal Rivalries in a Small Maine Town,2004-02-20,2004-02-20
1708,Confessions of a Teenage Drama Queen,PG,0,Dave Kehr,A Teenager Struggles to Star in Her New Town,2004-02-20,2004-02-20
1709,Eurotrip,R,0,Elvis Mitchell,"A Jokey Quest for Eurosex, Riding a Wave of Alcohol",2004-02-20,2004-02-20
1710,Against the Ropes,PG-13,0,A. O. Scott,Fearlessly Going Where the Punches Are Flying,2004-02-20,2004-02-20
1711,The Lost Skeleton of Cadavra,PG,0,Dave Kehr,The Campy Allure of Flying Saucers and Wooden Dialogue,2004-02-20,
1712,Secret Things,Not Rated,0,Dave Kehr,Seduction as Corporate Strategy,2004-02-20,
1713,Teknolust,R,0,Dave Kehr,A Frankenstein Story for the Digital Age,2004-02-20,2010-10-26
1714,Lost Boys of Sudan,Not Rated,1,Elvis Mitchell,Coping in a Land That's Not Quite Heaven,2004-02-18,
1715,50 First Dates,PG-13,1,A. O. Scott,"A Love That's Forever, if Only for a Day",2004-02-13,2004-02-13
1716,Charlie: The Life and Art of Charles Chaplin,,0,A. O. Scott,Studiously Unraveling the Intricate Web of Chaplin as Filmmaker and Performer,2004-02-13,
1717,Love Object,R,0,Elvis Mitchell,If Only Barbie Were Life-Size,2004-02-13,
1718,La Mentale: The Code,R,0,Dave Kehr,The New Parisian Underworld,2004-02-13,
1719,Robot Stories,,0,Elvis Mitchell,Soulful Androids Who Endure Those Cold Humans,2004-02-13,
1720,The Seagull's Laughter,,0,Dave Kehr,A Town in Turmoil on the Coast of Iceland,2004-02-13,2004-02-13
1721,The Trilogy: After the Life,R,0,A. O. Scott,A Little Marital Stress? He's a Cop Who Buys the Drugs She Demands,2004-02-13,
1722,Vozvraschenie,Not Rated,1,Dave Kehr,"A Frayed Family, an Ominous Fishing Trip",2004-02-06,
1723,Osama,PG-13,1,A. O. Scott,"In a Land of Female Repression, a Girl Survives as a Boy",2004-02-06,
1724,The Dreamers,NC-17,1,A. O. Scott,When Young Was Sexy and Paris Simmered,2004-02-06,2004-02-20
1725,Hiding and Seeking,Not Rated,0,Dave Kehr,Father and Sons Separated by Belief,2004-02-06,
1726,Miracle,PG,0,Elvis Mitchell,A Hollywood Ending From Real Life,2004-02-06,2004-02-06
1727,Catch That Kid,PG,0,Dave Kehr,"Needing Fast Cash, Kids Turn to Crime",2004-02-06,2004-02-06
1728,Barbershop 2: Back in Business,PG-13,0,Elvis Mitchell,"The Block Goes Bourgeois, and Barbers Draw Scissors",2004-02-06,2004-02-06
1729,The Trilogy: An Amazing Couple,Not Rated,0,A. O. Scott,Errant Spouses in a Crescendo of Missed Connections,2004-02-06,
1730,Blind Shaft,Not Rated,1,Elvis Mitchell,Descending Into the Pit of Humanity,2004-02-04,
1731,Eat This New York,Not Rated,0,Elvis Mitchell,"A Dollar, a Dream, a Brooklyn Boîte",2004-01-30,2004-01-30
1732,You Got Served,PG-13,0,Dave Kehr,A Hip-Hop Dance Team Duels Some Menacing White Boys,2004-01-30,2004-01-30
1733,Latter Days,Not Rated,0,Dave Kehr,Revelations and Repercussions for a Missionary and a Party Boy,2004-01-30,
1734,The Big Bounce,PG-13,0,A. O. Scott,Hitting the Beach to Enjoy a Little Laid-Back Larceny,2004-01-30,2004-01-30
1735,The Perfect Score,PG-13,0,A. O. Scott,"To Brown or Cornell, on the Wings of a Heist",2004-01-30,2004-01-30
1736,The Trilogy: On the Run,Not Rated,0,A. O. Scott,"A Frenchman on the Lam, Out to Settle Old Scores",2004-01-30,
1737,Made-Up,PG-13,1,A. O. Scott,Mixing Up the Many Faces of Vanity and Modesty,2004-01-23,
1738,Touching the Void,R,0,Dave Kehr,"On a Mountain, Deciding When You Have to Let Your Partner Go",2004-01-23,2004-03-12
1739,Win a Date with Tad Hamilton!,PG-13,0,Stephen Holden,Hollywood Star vs. Local Hunk: What's a Girl to Do?,2004-01-23,2004-01-23
1740,The Butterfly Effect,R,0,Dave Kehr,A Man With a Past Best Forgotten Goes to All Lengths to Remember,2004-01-23,2004-01-23
1741,Empathy,,0,A. O. Scott,Putting Psychoanalysis Itself on the Couch,2004-01-21,
1742,Tokyo Godfathers,PG-13,1,A. O. Scott,Three Down-and-Outs Rescue a Foundling From the Trash,2004-01-16,
1743,Disney's Teacher's Pet,PG,1,Elvis Mitchell,"A Hand-Drawn Dog, Striving to Be Human",2004-01-16,2004-01-16
1744,The Tracker,,1,Stephen Holden,A Ballad About Hunting a Fugitive and Finding Evil,2004-01-16,
1745,Cuba: Island of Music,,0,Stephen Holden,"Evidence That in Castro's Cuba, at Least the Music Is Irrepressible",2004-01-16,2004-01-16
1746,Along Came Polly,PG-13,0,Stephen Holden,A Romance Battles the Odds: Risk Assessor Woos Daredevil,2004-01-16,2004-01-16
1747,Torque,PG-13,0,Elvis Mitchell,"Men and the Art of Motorcycle Madness (Henry James, Too)",2004-01-16,2004-01-16
1748,Japanese Story,R,0,A. O. Scott,Back in the Spotlight After 10 Years,2004-01-16,
1749,My Baby's Daddy,PG-13,0,A. O. Scott,"Boyz N a New Hood (Fatherhood, That Is)",2004-01-10,2004-01-09
1750,Aileen: Life and Death of a Serial Killer,R,0,Stephen Holden,A Serial Killer's Last Days,2004-01-09,
1751,Chasing Liberty,PG-13,0,Elvis Mitchell,A First Daughter Longing for Normalcy,2004-01-09,2004-01-09
1752,Millennium Mambo,R,0,Elvis Mitchell,Breaking of an Incendiary Party Girl,2003-12-31,
1753,Peter Pan,PG,1,A. O. Scott,"Even in Fabled Neverland, a World of Contradictions",2003-12-25,2003-12-25
1754,Cheaper by the Dozen,PG,0,Stephen Holden,Mining the Sanitized Mischief of Sitcomland,2003-12-25,2003-12-25
1755,Paycheck,PG-13,0,Elvis Mitchell,An Electronic Genius Plagued by Memory Loss,2003-12-25,2003-12-25
1756,The Company,R,0,Elvis Mitchell,"Behind Smooth Footwork, Some Abrasive Gossip",2003-12-25,
1757,The Young Black Stallion,G,0,Dave Kehr,A Frisky Colt as Rescuer of a Family's Greatness,2003-12-25,2003-12-25
1758,Cold Mountain,R,0,A. O. Scott,"Lovers Striving for a Reunion, With a War in the Way",2003-12-25,2003-12-25
1759,Monster,R,1,Stephen Holden,A Murderous Journey to Self-Destruction,2003-12-24,2004-01-30
1760,Children of Love,,0,Stephen Holden,The Not-Quite-True Story of Divorce and Its Truly Painful Consequences,2003-12-24,
1761,House of Sand and Fog,R,1,A. O. Scott,"Two Flawed People, Divided by a House",2003-12-19,2004-01-09
1762,The Butterfly,,0,Stephen Holden,"A Lonely Pair, After More Than One Elusive Goal",2003-12-19,
1763,Calendar Girls,PG-13,0,Elvis Mitchell,"Charitable Motives for a Racy Calendar, if Racy Can Still Be Called the Word",2003-12-19,2004-01-01
1764,The Hebrew Hammer,Not Rated,0,A. O. Scott,"When Hanukkah Is in Jeopardy, a Jewish Superman Gets the Call",2003-12-19,
1765,Mona Lisa Smile,PG-13,0,Stephen Holden,Waking Up Wellesley Women,2003-12-19,2003-12-19
1766,The Lord of the Rings: The Return of the King,PG-13,1,Elvis Mitchell,Triumph Tinged With Regret in Middle Earth,2003-12-16,2003-12-17
1767,Something's Gotta Give,PG-13,1,A. O. Scott,"Weep, and the World Laughs Hysterically",2003-12-12,2003-12-12
1768,The Statement,R,0,Stephen Holden,A Frenchman on the Run From His Vichy Past,2003-12-12,
1769,Stuck on You,PG-13,0,Elvis Mitchell,"One Hungers for Fame, One's Along for the Ride",2003-12-12,2003-12-12
1770,Love Don't Cost a Thing,PG-13,0,Dave Kehr,"A Geeky Guy, a Popular Girl and a Fortuitous Car Wreck",2003-12-12,2003-12-12
1771,Girl With a Pearl Earring,PG-13,0,Elvis Mitchell,"Painting Interiors of the Heart, With Eros in Restrained Hues",2003-12-12,2004-01-30
1772,AKA,R,0,Dave Kehr,"Stepping Into Someone's Shoes (Very Expensive Ones, at That)",2003-12-12,
1773,Prisoner of Paradise,,0,Elvis Mitchell,Putting a Smiley Face on a Nazi Camp,2003-12-12,
1774,Power Trip,Not Rated,1,Stephen Holden,American Know-How Can't Prevail Nohow,2003-12-10,
1775,Big Fish,PG-13,0,A. O. Scott,A Life of Telling Tall Tales,2003-12-10,2004-01-09
1776,Way Past Cool,R,0,Dave Kehr,Baby-Faced Little Rascals Who Pack Saturday Night Specials,2003-12-10,
1777,What Alice Found,R,1,Stephen Holden,Good Samaritans May Not Be What They Seem,2003-12-05,
1778,Monsieur Ibrahim,R,0,A. O. Scott,"A Young Jew, an Elderly Muslim and a Sentimental Bond",2003-12-05,2004-04-09
1779,Forget Baghdad,,0,Stephen Holden,"Born in Iraq, Living in Israel, Pondering Issues of Identity",2003-12-05,
1780,The Last Samurai,R,0,Elvis Mitchell,From the Wild West to the Honorable East,2003-12-05,2003-12-05
1781,Honey,PG-13,0,A. O. Scott,"She's Aiming for the Stars, With Feet Planted in the Bronx",2003-12-05,2003-12-05
1782,My Flesh and Blood,Not Rated,1,Stephen Holden,A Mother's Expandable and Embracing Heart,2003-11-28,
1783,Independent Spirits: Faith Hubley/John Hubley,Not Rated,0,Dave Kehr,The Cartoon Renegades,2003-11-28,2003-11-28
1784,Valley of Tears,,0,Dave Kehr,A 1970's Farm Union Struggle Leaves a Broken Town Today,2003-11-28,
1785,The Legend of Leigh Bowery,,0,Stephen Holden,A Man Who Invented Himself and Helped Invent an Era,2003-11-28,
1786,Kal Ho Naa Ho,,0,Dave Kehr,"Romance, Comedy, Bathos: All Blended by Bollywood",2003-11-27,
1787,El Bonaerense,,1,Stephen Holden,"A Badge, as License to Break the Law",2003-11-26,
1788,Bad Santa,R,1,Elvis Mitchell,"This Santa Sobers Up, but Only for Greed",2003-11-26,2003-11-26
1789,In America,,1,A. O. Scott,Charming Illegal Aliens Facing Family Upheaval,2003-11-26,2004-02-06
1790,Triplets of Belleville,PG-13,1,A. O. Scott,Nostalgia for a Land That Twirls in Dreams,2003-11-26,2004-02-13
1791,The Missing,R,0,Elvis Mitchell,On a Trail to Fixing a Broken Family,2003-11-26,2003-11-26
1792,The Haunted Mansion,PG,0,Elvis Mitchell,Who Put the Overdrive in Mr. Murphy's Mansion?,2003-11-26,2003-11-26
1793,The Cooler,,0,A. O. Scott,"To a Guy Who Banks on Bad Luck, Good Luck Can Be Bad",2003-11-26,2004-01-16
1794,Timeline,PG-13,0,Stephen Holden,The Eternal Conflict of Good vs. Medieval,2003-11-26,2003-11-26
1795,Acts of Worship,R,1,Stephen Holden,Following an Addict on Her Uphill Road to Redemption,2003-11-21,
1796,Gothika,R,0,A. O. Scott,"If You See a Roadside Ghost Afire, It's Best to Keep Right on Driving",2003-11-21,2003-11-21
1797,Mail Order Bride,R,0,Stephen Holden,Falling in Love Was Not His Mission,2003-11-21,
1798,Blue Gate Crossing,,0,Stephen Holden,"Two Teenage Girls and a Swimmer, Staking Out Territory in a Triangle",2003-11-21,
1799,Dr. Seuss' The Cat in the Hat,PG,0,A. O. Scott,"My, a Cat Can Be Mean on a Very Big Screen",2003-11-21,2003-11-21
