,byline,headline,open_date,pick_or_not,pub_date,rating,title
5246,ANDY WEBSTER,Bow Wow Hits It Big,2010-08-20,0,2010-08-19,PG-13,Lottery Ticket
5247,MIKE HALE,Covering the Bases,,0,2010-08-19,R,Calvin Marshall
5248,JEANNETTE CATSOULIS,Culture Collisions in the Andes,2010-08-20,0,2010-08-19,,Altiplano
5249,JEANNETTE CATSOULIS,New Girl Enters Stale Dating Pool,2010-08-18,0,2010-08-18,PG-13,Vampires Suck
5250,JEANNETTE CATSOULIS,An Israeli Finds New Meanings in a Nazi Film,,1,2010-08-17,Not Rated,A Film Unfinished
5251,A. O. SCOTT,"This Girl Has a Lot of Baggage, and He Must Shoulder the Load",2010-08-13,1,2010-08-12,PG-13,Scott Pilgrim vs. the World
5252,STEPHEN HOLDEN,A Matriarch in Melbourne and Her Band of Warped Partners in Crime,,1,2010-08-12,R,Animal Kingdom
5253,STEPHEN HOLDEN,"A World Loses Balance, and an Allegory Appears",,0,2010-08-12,PG-13,Tales from Earthsea
5254,JEANNETTE CATSOULIS,A Raw Look at Corruption in the Dominican Republic,2010-08-13,0,2010-08-12,R,La Soga
5255,MIKE HALE,Exploring the Israel-Palestine Standoff,,0,2010-08-12,Not Rated,Salt of This Sea
5256,RACHEL SALTZ,A Sendup of India Politics and News,2010-08-13,0,2010-08-12,,Peepli Live
5257,A. O. SCOTT,"Manly Gore and Brawn, Not Tragedy or Poetry",2010-08-13,0,2010-08-12,R,The Expendables
5258,A. O. SCOTT,Globe-Trotting and Soul-Searching,2010-08-13,0,2010-08-12,R,Eat Pray Love
5259,JEANNETTE CATSOULIS,"Creating Plays on the Go, Right Onstage",0000-00-00,1,2010-08-11,,"Trust Us, This Is All Made Up"
5260,JEANNETTE CATSOULIS,Two Men and Not Quite a Baby,,1,2010-08-05,R,Patrik 1.5
5261,NEIL GENZLINGER,An Unusual Concert Tour,2010-08-06,1,2010-08-05,,Mundo Alas
5262,A. O. SCOTT,The View From the Lens of an Israeli Tank’s Scope,,1,2010-08-05,R,Lebanon
5263,STEPHEN HOLDEN,"Life, That Continuing Mystery, Should Be Lived, Not Worried Over",2010-08-06,1,2010-08-05,Not Rated,Eccentricities of a Blonde-Haired Girl
5264,STEPHEN HOLDEN,"A Band of Neo-Nazis, Navigating Sexuality",2010-08-06,1,2010-08-05,,Brotherhood
5265,NEIL GENZLINGER,A Busy Love Life,,0,2010-08-05,,Lucky Days
5266,JEANNETTE CATSOULIS,A Mountain View,2010-08-06,0,2010-08-05,PG,The Wildest Dream
5267,STEPHEN HOLDEN,A New Drug Is King in Manhattan,2010-08-06,0,2010-08-05,R,Twelve
5268,MIKE HALE,Happy Feet Waging Hip-Hop Battles,2010-08-06,0,2010-08-05,PG-13,Step Up 3-D
5269,STEPHEN HOLDEN,Revolving-Door Romances for Modern-Day Chinese,,0,2010-08-05,,Spring Fever
5270,NEIL GENZLINGER,Imperfect Attendants,2010-08-06,0,2010-08-05,,The Parking Lot Movie
5271,A. O. SCOTT,A Not-So-Macho Cop’s Moment of Truth,2010-08-06,0,2010-08-05,,The Other Guys
5272,A. O. SCOTT,A Purveyor of Prurience in a Family-Man Guise,2010-08-06,0,2010-08-05,R,Middle Men
5273,MIKE HALE,A War Story Continued,,0,2010-08-05,,Last Letters From Monte Rosa
5274,MIKE HALE,Creepiness and Twists in a Hostage Thriller,,0,2010-08-05,R,The Disappearance of Alice Creed
5275,JEANNETTE CATSOULIS,Boxing Dreams,,0,2010-08-05,Not Rated,The Kid: Chamaco
5276,A. O. SCOTT,"A Man, a Woman and the Pyramids",,0,2010-08-05,PG,Cairo Time
5277,JEANNETTE CATSOULIS,A Portrait of Depression,,1,2010-07-29,R,Helen
5278,STEPHEN HOLDEN,"From the Killing Fields, on a Mission of Truth",2010-07-30,1,2010-07-29,,Enemies of the People
5279,JEANNETTE CATSOULIS,Alan G. Parker Revisits Sid Vicious’s Worst Moment,,0,2010-07-29,,Who Killed Nancy?
5280,ANDY WEBSTER,Serious Adulthood Waiting to Happen,2010-07-30,0,2010-07-29,,The New Year
5281,STEPHEN HOLDEN,"The Man, the Magazine, the Mansion: The World According to Hef",,0,2010-07-29,R,"Hugh Hefner: Playboy, Activist and Rebel"
5282,A. O. SCOTT,"How Can You Enjoy Your Own Funeral? For Starters, Don’t Die",2010-08-27,0,2010-07-29,PG-13,Get Low
5283,STEPHEN HOLDEN,"Charming Socialites, Although Palm Beach Is Still Out of Reach",,0,2010-07-29,R,The Extra Man
5284,JEANNETTE CATSOULIS,Telling a Soldier’s Tale ,,0,2010-07-29,R,The Dry Land
5285,A. O. SCOTT,What? We Might Be the Real Losers?,2010-07-30,0,2010-07-29,PG-13,Dinner for Schmucks
5286,STEPHEN HOLDEN,Getting the Old Band Back Together,,0,2010-07-29,PG-13,The Concert
5287,A. O. SCOTT,Playing With Phantoms in the Northwest Woods,2010-07-30,0,2010-07-29,PG-13,Charlie St. Cloud
5288,MIKE HALE,When Pets Reach Across the Aisle,2010-07-30,0,2010-07-29,PG,Cats & Dogs: Revenge of Kitty Galore
5289,JEANNETTE CATSOULIS,The Difficulties of Escaping the Past,,1,2010-07-22,,Spoken Word
5290,A. O. SCOTT,"Shades of ‘Happiness,’ Appalling and Funny",,1,2010-07-22,R,Life During Wartime
5291,JEANNETTE CATSOULIS,A Hurricane of Misery,,0,2010-07-22,,Slingshot
5292,A. O. SCOTT,"Spies, Spider Venom and Sex Appeal",2010-07-23,0,2010-07-22,,Salt
5293,MIKE HALE,Mismatched Sisters,2010-07-23,0,2010-07-22,G,Ramona and Beezus
5294,MIKE HALE,Fighting His Country to Keep His Farmland,2009-08-07,0,2010-07-22,,Mugabe and the White African
5295,STEPHEN HOLDEN,French Connection: K.G.B. Colonel Plotting to Break the Isolation,,0,2010-07-22,,Farewell
5296,JEANNETTE CATSOULIS,Nuclear Fears,2010-07-30,0,2010-07-22,PG,Countdown to Zero
5297,MIKE HALE,A Slice of Midwestern Mumblecore,0000-00-00,0,2010-07-22,,Audrey the Trainwreck
5298,STEPHEN HOLDEN,"A Friend, an Artist and a Personal Interview",2011-04-12,1,2010-07-20,,Jean-Michel Basquiat: The Radiant Child
5299,STEPHEN HOLDEN,More to Life,,0,2010-07-15,,To age or not to age
5300,A. O. SCOTT,This Time the Dream’s on Me,2010-07-16,0,2010-07-15,PG-13,Inception
5301,A. O. SCOTT,When a Dweeb Learns He’s Magic,2010-07-14,0,2010-07-13,PG,The Sorcerer's Apprentice
5302,STEPHEN HOLDEN,A Boy’s Slice of Paradise Is Time Alone With Dad,2010-07-14,0,2010-07-13,G,Alamar
5303,A. O. SCOTT,Meet the Sperm Donor: Modern Family Ties,2010-07-30,1,2010-07-08,R,The Kids Are All Right
5304,A. O. SCOTT,He’s Off to Join the Circus,,1,2010-07-08,,Around a Small Mountain
5305,STEPHEN HOLDEN,Revisiting the Irascible RV Pitchman Who Went Viral,,0,2010-07-08,,Winnebago Man
5306,JEANNETTE CATSOULIS,Tough Time for Zombie Bait,,0,2010-07-08,R,REC 2
5307,STEPHEN HOLDEN,Like Shooting Humans in a Jungly Alien Barrel,2010-07-09,0,2010-07-08,R,Predators
5308,A. O. SCOTT,"Even in the Rising Heat, She Stays Pretty Cool",2010-08-27,0,2010-07-08,R,The Girl Who Played with Fire
5309,A. O. SCOTT,Lunar Toons and Cookie Capers,2010-07-09,0,2010-07-08,,Despicable Me
5310,MIKE HALE,Inspiration Through Movement,,0,2010-07-01,,Only When I Dance
5311,JEANNETTE CATSOULIS,Filmmakers Get Personal,,0,2010-07-01,,Great Directors
5312,JEANNETTE CATSOULIS,Floating Away,2010-07-02,0,2010-07-01,PG,Beautiful Islands
5313,A. O. SCOTT,Mastering the Elements,2010-07-01,0,2010-06-30,PG,The Last Airbender
5314,A. O. SCOTT,Global Warming Among the Undead,2010-06-30,0,2010-06-29,PG-13,The Twilight Saga: Eclipse
5315,STEPHEN HOLDEN,Attraction and Possibility When Sex Is Just Business,,0,2010-06-29,R,Love Ranch
5316,STEPHEN HOLDEN,A Rock ’n’ Roll Napoleon in Exile in a No-Holds-Barred Interview,2010-06-30,0,2010-06-29,Not Rated,The Agony and the Ecstasy of Phil Spector
5317,A. O. SCOTT,"Revenge on the Bully, Silently, in Japan",,1,2010-06-24,Not Rated,Umarete Wa Mita Keredo
5318,STEPHEN HOLDEN,Anarchic Imagination vs. Humdrum,,1,2010-06-24,PG,Wild Grass
5319,A. O. SCOTT,"Battle Company: Loving Life, Making War",2010-08-06,1,2010-06-24,R,Restrepo
5320,STEPHEN HOLDEN,"Oliver Stone, Tour Guide",,0,2010-06-24,Not Rated,South of the Border
5321,STEPHEN HOLDEN,Blatant Acts of Naked Regression,2010-06-25,0,2010-06-24,PG-13,Grown Ups
5322,A. O. SCOTT,A Sanctuary and a Prison,,0,2010-06-24,Not Rated,Dogtooth
5323,A. O. SCOTT,Opposites Attract,2010-06-23,0,2010-06-22,PG-13,Knight and Day
5324,A. O. SCOTT,Voyage to the Bottom of the Day Care Center,2010-06-18,1,2010-06-17,G,Toy Story 3
5325,STEPHEN HOLDEN,You Have Issues? So Does Everybody,2010-06-18,1,2010-06-17,,Let It Rain
5326,MANOHLA DARGIS,"From Tapestried Villa to Sylvan Glade, Aristocratic Women in Love",2010-07-23,1,2010-06-17,R,I Am Love
5327,A. O. SCOTT,"Mid-’50s Melodrama, via Antonioni",,0,2010-06-17,,Le Amiche
5328,JEANNETTE CATSOULIS,Seeking Excitement in Jamaica,,0,2010-06-17,,Wah Do Dem (What They Do)
5329,MIKE HALE,Asking Big Questions,,0,2010-06-17,,The Nature of Existence
5330,A. O. SCOTT,The Pulp Inside Him as It Turns to Rot,,0,2010-06-17,R,The Killer Inside Me
5331,MANOHLA DARGIS,Tale of a Bounty Hunter,2010-06-18,0,2010-06-17,PG-13,Jonah Hex
5332,STEPHEN HOLDEN,Marching in the War on Gay Marriage,,0,2010-06-17,R,8: The Mormon Proposition
5333,MANOHLA DARGIS,"Mommy Dearest, You’re Mine Forever",2010-07-16,0,2010-06-17,R,Cyrus
5334,JEANNETTE CATSOULIS,Tiny Moments That Tell One Small Town’s Story,2010-06-18,1,2010-06-16,,45365
5335,STEPHEN HOLDEN,"June 28, 1969: Turning Point in Gay Rights History",2010-06-16,1,2010-06-15,Not Rated,Stonewall Uprising
5336,MIKE HALE,Letting the Arrows Fly at Hollywood Stereotypes,,0,2010-06-13,,Reel Injun
5337,A. O. SCOTT,"Where Life Is Cold, and Kin Are Cruel",2010-07-16,1,2010-06-10,R,Winter's Bone
5338,MANOHLA DARGIS,A Comic’s Life and Times: Enter Talking or Mocking,2010-07-02,1,2010-06-10,R,Joan Rivers: A Piece Of Work
5339,A. O. SCOTT,"In This Remake of an ’80s Martial Arts Fable, It’s Jacket On, Jacket Off",2010-06-11,0,2010-06-10,PG,The Karate Kid
5340,MIKE HALE,"In Johannesburg, Drawn to a Life of Crime",,0,2010-06-10,R,Gangster's Paradise: Jerusalema
5341,STEPHEN HOLDEN,"The Composer and the Couturière, Locked in Self-Centered Erotic Combat",2010-07-23,0,2010-06-10,R,Coco Chanel & Igor Stravinsky
5342,MANOHLA DARGIS,4 Guys Who Still Like to Blow Things Up,2010-06-11,0,2010-06-10,PG-13,The A-Team
5343,JEANNETTE CATSOULIS,"Block Parties, Bake Sales, Superspies and Assassins",2010-06-04,0,2010-06-04,PG-13,Killers
5344,MANOHLA DARGIS,"Careful, That Test Tube Might Be Incubating a Bouncing Baby Monster",2010-06-04,1,2010-06-03,R,Splice
5345,JEANNETTE CATSOULIS,Case of the Kidnappings and the Scared Island,,1,2010-06-03,Not Rated,Cropsey
5346,JEANNETTE CATSOULIS,Smart Students Go After Intel’s Science Prize,2010-06-04,0,2010-06-03,,Whiz Kids
5347,MIKE HALE,Off Broadway Vampires,,0,2010-06-03,,Rosencrantz & Guildenstern Are Undead
5348,RACHEL SALTZ,"Prakash Jha’s ‘Godfather,’ Bhopal Version",,0,2010-06-03,,Rajniti
5349,MANOHLA DARGIS,Man Meets Mermaid (There’s a Catch),,0,2010-06-03,PG-13,Ondine
5350,STEPHEN HOLDEN,A Big Cartoon Dog Tries the O.C.,2010-06-04,0,2010-06-03,PG,Marmaduke
5351,A. O. SCOTT,Treating the World’s Sorrow and Pain,2009-12-14,0,2010-06-03,Not Rated,Living in Emergency
5352,A. O. SCOTT,"On the Road to Rock, Fueled by Excess",2010-06-04,0,2010-06-03,R,Get Him to the Greek
5353,STEPHEN HOLDEN,Filmmaking Stripped Bare,,0,2010-06-03,R,Finding Bliss
5354,MIKE HALE,The Stories of the 2008 Democratic Convention,,0,2010-06-03,,Convention
5355,A. O. SCOTT,Recasting the Cold War as the Hitchcock Years,,0,2010-06-01,,Double Take
5356,STEPHEN HOLDEN,"A Melody Teases, Tantalizes and Hints at a Man’s Longing for Love",2010-05-28,1,2010-05-27,,Mademoiselle Chambon
5357,MANOHLA DARGIS,When Life Starts to Unspool for a Passionate French Filmmaker,,1,2010-05-27,,Father of My Children
5358,A. O. SCOTT,Love Amid the Togas and the Intolerant,,1,2010-05-27,R,Agora
5359,JEANNETTE CATSOULIS,Maybe These Zombies Need to Focus on Their Veggies,,0,2010-05-27,R,George A. Romero's Survival of the Dead
5360,MANOHLA DARGIS,"Before the Sword Fights, Cue the Harem Girls",2010-05-28,0,2010-05-27,PG-13,Prince of Persia: The Sands of Time
5361,STEPHEN HOLDEN,"The Founders of Cubism, Ardent Fans of Film",2010-05-28,0,2010-05-27,,Picasso & Braque Go to the Movies
5362,A. O. SCOTT,Misfits Battle the Masters of War,2010-06-11,0,2010-05-27,R,Micmacs
5363,A. O. SCOTT,Operation Desert Togs,2010-05-27,0,2010-05-26,R,Sex and the City 2
5364,MIKE HALE,It’s Not Quite Hollywood Above the 38th Parallel,2010-05-28,0,2010-05-26,,The Juche Idea
5365,A. O. SCOTT,An Action Hero as an Unbearable Being of Lightness,2010-05-21,0,2010-05-21,R,MacGruber
5366,A. O. SCOTT,"Yes, He’s a Jerk, but There’s Something About Ben",2010-06-25,1,2010-05-20,R,Solitary Man
5367,STEPHEN HOLDEN,"I’m Green and the Kids Are a Pain, but It’s a Wonderful Life, Donkey",2010-05-21,0,2010-05-20,PG,Shrek Forever After
5368,STEPHEN HOLDEN,"Bad and Badder Guys, One With a Debt to Pay",,0,2010-05-20,R,Perrier's Bounty
5369,JEANNETTE CATSOULIS,Bollywood Does Vegas,,0,2010-05-20,,Kites
5370,STEPHEN HOLDEN,A Nazi Businessman Risks His Life to Do the Right Thing? It’s True,,0,2010-05-20,,John Rabe
5371,MIKE HALE,A Drug Dealer Who’s Hasidic,,0,2010-05-20,R,Holy Rollers
5372,JEANNETTE CATSOULIS,That Post-Championship Season,,0,2010-05-20,,After the Cup: Sons of Sakhnin United
5373,A. O. SCOTT,Two Daring Directors Who Changed Film History,2010-05-19,1,2010-05-18,,Two in the Wave
5374,NEIL GENZLINGER,A Sci-Fi Love Story,2010-05-14,1,2010-05-13,R,TiMER
5375,JEANNETTE CATSOULIS,"Life, Death and Other Subjects",,0,2010-05-13,PG-13,The Living Wake
5376,STEPHEN HOLDEN,"In 1953 Iran, Sisterhood Sought During a Coup",,0,2010-05-13,,Women Without Men
5377,STEPHEN HOLDEN,"For Dad, There Are 2 Outs in the Bottom of the 9th",2010-04-29,0,2010-05-13,PG-13,Touching Home
5378,A. O. SCOTT,"Rob the Rich? Give to the Poor? Oh, Puh-leeze!",2010-05-14,0,2010-05-13,PG-13,Robin Hood
5379,MIKE HALE,A Nod to History in Tale of a Hawaiian Aristocrat and Romance,2010-05-14,0,2010-05-13,PG,Princess Kaiulani
5380,A. O. SCOTT,Footballer as Life Coach (the Imaginary Kind),,0,2010-05-13,,Looking For Eric
5381,A. O. SCOTT,"In Pursuit of a Long-Distance Romance, Abandoned Long Ago",2010-05-14,0,2010-05-13,PG,Letters to Juliet
5382,STEPHEN HOLDEN,"Ms. Wright Meets Mr. Right, but Will They Be a Pair?",2010-05-14,0,2010-05-13,PG,Just Wright
5383,DANIEL M. GOLD,A City of Warehoused Souls,2010-05-14,0,2010-05-13,,Here and There
5384,ANDY WEBSTER,An Immigrant Story,,0,2010-05-13,,Entre Nos
5385,A. O. SCOTT,A Father Who Needs Some Supervision,,0,2010-05-13,,Daddy Longlegs
5386,JEANNETTE CATSOULIS,An Actor’s Not-So-Big Break,,0,2010-05-13,Not Rated,Best Worst Movie
5387,JEANNETTE CATSOULIS,Finding Meaning in Cleaning,2010-05-12,1,2010-05-11,,The Immaculate Conception of Little Dizzle
5388,DANIEL M. GOLD,Splashing Through Comedy,2010-05-12,0,2010-05-11,,The Swimsuit Issue
5389,MIKE HALE,Ladies Loved,,0,2010-05-11,,My Last Five Girlfriends
5390,JEANNETTE CATSOULIS,Dystopia Animated,,0,2010-05-11,,Metropia
5391,DANIEL M. GOLD,Environmental Action,2010-05-12,0,2010-05-11,,Climate of Change
5392,MIKE HALE,"In Japan, the Children Are Buying Bugs",2010-05-12,0,2010-05-11,,Beetle Queen Conquers Tokyo
5393,STEPHEN HOLDEN,A Road Trip to the End of the Road,,0,2010-05-11,,Barking Water
5394,RACHEL SALTZ,How to Say ‘Greed Is Good’ in Hindi,2010-05-07,0,2010-05-07,,Badmaash Company
5395,STEPHEN HOLDEN,Channel Crossing of the Urgent Kind,,1,2010-05-06,,Welcome
5396,RACHEL SALTZ,A Healing House,,1,2010-05-06,,Gravity Was Everywhere Back Then
5397,A. O. SCOTT,"Awwwwww, Ewwww, Who’s a Good Baby?",2010-05-07,1,2010-05-06,PG,Babies
5398,RACHEL SALTZ,Wrestling With One’s Conscience,,0,2010-05-06,PG-13,Ocean of Pearls
5399,JEANNETTE CATSOULIS,"Geriatric Delinquents, Rampaging Through Suburbia",,0,2010-05-06,Not Rated,Trash Humpers
5400,MIKE HALE,French Spy Spoof Set in Swinging ’67 Rio,,0,2010-05-06,Not Rated,OSS 117: Lost in Rio
5401,MIKE HALE,Two Paths From Al Qaeda in the Post-9/11 World,,0,2010-05-06,Not Rated,The Oath
5402,STEPHEN HOLDEN,Plagued by Midlife Malaise,,0,2010-05-06,Not Rated,Multiple Sarcasms
5403,A. O. SCOTT,"In a Melancholy Los Angeles, ‘La Ronde’ of Motherhood",,0,2010-05-06,R,Mother and Child
5404,A. O. SCOTT,The Man in the Iron Irony,2010-05-07,0,2010-05-06,PG-13,Iron Man 2
5405,STEPHEN HOLDEN,"Down on the Commune, Where the Kids Run Wild",,0,2010-05-06,,Happiness Runs
5406,ANDY WEBSTER,Chicago’s Open-Outcry Traders,,0,2010-05-06,,Floored
5407,STEPHEN HOLDEN,The Eye in a Hurricane of Corruption,,0,2010-05-06,R,Casino Jack & The United States of Money
5408,A. O. SCOTT,"From a Clan That Lives by Its Own Rules, a Tale Made for the Movies",2010-05-05,0,2010-05-04,,The Wild and Wonderful Whites of West Virginia
5409,JEANNETTE CATSOULIS,A Teenage Canadian Bolshevik,,0,2010-05-04,,The Trotsky
5410,NEIL GENZLINGER,Malaysian Talent Show Contestants With Problems,,0,2010-05-04,,Talentime
5411,A. O. SCOTT,"An Eccentric Life, From Polio to Punk",2010-05-05,0,2010-05-04,,Sex & Drugs & Rock & Roll
5412,RACHEL SALTZ,Traveling an Indian Highway to Adventure,2010-05-05,0,2010-05-04,,"Road, Movie"
5413,NEIL GENZLINGER,A Muslim Who Just May Be Jewish,,0,2010-05-04,,The Infidel
5414,MANOHLA DARGIS,"Holding Up a Mirror to Women, Thorns and All",2010-06-18,0,2010-04-29,R,Please Give
5415,A. O. SCOTT,"Freddy Krueger Is Back, With Sharp Claws and a Long Memory",2010-04-30,0,2010-04-29,R,A Nightmare on Elm Street
5416,STEPHEN HOLDEN,Novelist Loses His Heart to His Critic,,0,2010-04-29,,Mercy
5417,MIKE HALE,No Rest for a Busy Masseur,2010-04-23,0,2010-04-29,PG-13,In My Sleep
5418,JEANNETTE CATSOULIS,Stranded Tourists Fall Into a Surgical Trap,,0,2010-04-29,R,The Human Centipede
5419,MANOHLA DARGIS,Retiree With Gun Seeks Young Thugs,2010-05-14,0,2010-04-29,R,Harry Brown
5420,STEPHEN HOLDEN,Taking Inventory as Death Approaches,,0,2010-04-29,R,The Good Heart
5421,MIKE HALE,Planning to Build? Not in His Backyard,2010-04-30,0,2010-04-29,PG,Furry Vengeance
5422,MANOHLA DARGIS,"Summer’s Heat Breeds Love, Loathing and Darwinian Competition",2010-04-28,1,2010-04-27,,Anton Chekhov's The Duel
5423,NEIL GENZLINGER,"In Arkansas, They Brake for the Woodpeckers",,0,2010-04-27,,Ghost Bird
5424,STEPHEN HOLDEN,"Triangle: Man, Wife and Friend (Imaginary)",,0,2010-04-22,R,Paper Man
5425,MANOHLA DARGIS,"A Band of Brothers, Seriously Ticked Off",2010-04-23,0,2010-04-22,PG-13,The Losers
5426,MIKE HALE,Stirring Up 1930s Train-Robbing Action,,0,2010-04-22,R,The Good the Bad the Weird
5427,JEANNETTE CATSOULIS,A Woman Who Can’t Stand Still,,0,2010-04-22,,Breath Made Visible
5428,STEPHEN HOLDEN,Their Real Art Form Is Backstabbing,,0,2010-04-22,R,Boogie Woogie
5429,MANOHLA DARGIS,"Oh, Those Bawdy, Gaudy Ladies",,0,2010-04-22,,Behind the Burly Q
5430,MANOHLA DARGIS,"Love Means Having to Say, ‘I Feel ...’",2010-04-23,0,2010-04-22,PG-13,The Back-Up Plan
5431,JEANNETTE CATSOULIS,"The Seas, and the Humans Who Could Drown Them",2010-04-22,0,2010-04-21,G,Oceans
5432,JEANNETTE CATSOULIS,Friends in Avian Form,,0,2010-04-20,,Red Birds
5433,STEPHEN HOLDEN,All He Had Was a Slingshot and Itchy Feet,2010-04-21,0,2010-04-20,,Ramchand Pakistani
5434,DANIEL M. GOLD,Country in Another Dimension,2010-04-21,0,2010-04-20,,Kenny Chesney: Summer in 3D
5435,A. O. SCOTT,"Band on the Run, Filmed on the Fly",,1,2010-04-15,,No One Knows About Persian Cats
5436,JEANNETTE CATSOULIS,The Devastating Legacy of Thalidomide,,1,2010-04-15,,Nobody's Perfect
5437,JEANNETTE CATSOULIS,"On the Street, at the Corner of Art and Trash",2010-05-14,1,2010-04-15,R,Exit Through The Gift Shop
5438,MANOHLA DARGIS,"Cold Case, Warm Hearts: Death Leads to Romance",2010-05-21,0,2010-04-15,R,The Secret in Their Eyes
5439,JEANNETTE CATSOULIS,3 Tales on Disappearance of Gay Porn Star,,0,2010-04-15,Not Rated,Pornography
5440,NEIL GENZLINGER,A Baseball Story,2010-04-16,0,2010-04-15,PG,The Perfect Game
5441,MANOHLA DARGIS,"It’s a Bird, It’s a Plane, It’s a Blood Bath",2010-04-16,0,2010-04-15,R,Kick-Ass
5442,A. O. SCOTT,"Buy, Buy, Buy, to Keep Up With the You-Know-Whos",2010-04-23,0,2010-04-15,R,The Joneses
5443,STEPHEN HOLDEN,"A Sexual Advance, a Savage Beating, Years of Guilt",,0,2010-04-15,R,Handsome Harry
5444,STEPHEN HOLDEN,Remaking an Ancient Farce From 2007,2010-04-16,0,2010-04-15,R,Death at a Funeral
5445,STEPHEN HOLDEN,Genteel Lives Unsettled in Uruguay,,0,2010-04-15,PG-13,The City of Your Final Destination
5446,JEANNETTE CATSOULIS,Children Left Behind,2009-10-09,0,2010-04-15,Not Rated,The Cartel
5447,A. O. SCOTT,Fassbinder’s Vibrating Sci-Fi Questions About Reality,,0,2010-04-13,Not Rated,World on a Wire
5448,MIKE HALE,"A Fight Against Bigotry and Violence, Lasting 45 Years and 8 ½ Hours",2010-04-01,0,2010-04-13,,Have You Heard from Johannesburg?
5449,NEIL GENZLINGER,Dear God: A Young Boy Needs a Cure. Please Help.,2010-04-09,0,2010-04-09,PG,Letters to God
5450,A. O. SCOTT,Sin and Comeuppance Down Under,,1,2010-04-08,R,The Square
5451,JEANNETTE CATSOULIS,"Deaf, and Trying to Make It in Showbiz",2010-03-19,1,2010-04-08,PG-13,See what I'm saying
5452,MANOHLA DARGIS,"Perfectly Happy, Until They Venture Into the Outside World",,1,2010-04-08,,Everyone Else
5453,STEPHEN HOLDEN,"Fictional History: What It Was Like to Start Rock ’n’ Roll, Sort Of",,0,2010-04-08,,Who Do You Love
5454,STEPHEN HOLDEN,"That Fire, Lighted and Doused",2010-05-12,0,2010-04-08,,When You're Strange
5455,MANOHLA DARGIS,"A Family Lives to Drink, and, Yes, Drinks to Live",2010-04-09,0,2010-04-08,,The Misfortunates
5456,MIKE HALE,Father-Son Conflict on Streets of San Francisco,,0,2010-04-08,R,La Mission
5457,A. O. SCOTT,Twins Who Are as Eccentric as the Movies They Made,,0,2010-04-08,,It Came From Kuchar
